CustomerID,LookalikeCustomerID,SimilarityScore
C0030,C0164,0.9969829201470469
C0030,C0069,0.9954473598926623
C0031,C0192,0.9997236937447407
C0031,C0025,0.9907390619313335
C0031,C0164,0.9890157589975042
C0031,C0038,0.9878064557991301
C0031,C0076,0.9874386820039297
C0032,C0083,0.9999586121579712
C0032,C0077,0.9986644895932545
C0032,C0029,0.9943627925843361
C0032,C0094,0.9907616286381297
C0032,C0199,0.9820399727209813
C0033,C0009,0.9833893556829301
C0033,C0010,0.9759926173932186
C0033,C0199,0.9740156314222399
C0033,C0151,0.9714667371783554
C0033,C0060,0.9674885983903814
C0034,C0116,0.9933346199700513
C0034,C0184,0.9907249916652096
C0034,C0091,0.9895359608028204
C0034,C0181,0.9806466705337739
C0034,C0118,0.9758698765267659
C0035,C0112,0.9967467438073047
C0035,C0052,0.9957583470300612
C0035,C0003,0.9899568503670503
C0035,C0192,0.9870727662561093
C0035,C0031,0.9836844676705602
C0036,C0131,0.9991643154596306
C0036,C0095,0.9980911949386606
C0036,C0130,0.9932534609483024
C0036,C0150,0.9932412099499381
C0036,C0144,0.983429859392349
C0037,C0096,0.9991313911585672
C0037,C0149,0.9963382916753617
C0037,C0148,0.9960895292899455
C0037,C0018,0.9959376915287504
C0037,C0064,0.9897450776638692
C0038,C0076,0.9999908992432015
C0038,C0164,0.9998654357524083
C0038,C0189,0.9997265871913953
C0038,C0030,0.99800877800587
C0038,C0055,0.9973686388744797
C0039,C0195,0.9982565172271614
C0039,C0169,0.9964802175291405
C0039,C0067,0.9964273159342061
C0039,C0126,0.9956785497805026
C0039,C0153,0.9898227939982988
C0040,C0115,0.9571436867511665
C0040,C0066,0.9332412260791583
C0040,C0089,0.8966968508033892
C0040,C0196,0.8964279579725986
C0040,C0044,0.8571274194834793
C0041,C0051,0.991419909072368
C0041,C0059,0.9785724304900378
C0041,C0053,0.9694240216097716
C0041,C0023,0.9687998208621816
C0041,C0100,0.9642929077989149
C0042,C0176,0.9989410278900268
C0042,C0120,0.9877702236954806
C0042,C0070,0.9873794427565172
C0042,C0129,0.986075803894015
C0042,C0085,0.9859304989341947
C0043,C0142,0.9937816431844998
C0043,C0002,0.9928719995078378
C0043,C0097,0.9916351190151075
C0043,C0128,0.986127433283498
C0043,C0060,0.9548063082007435
C0044,C0074,0.9953014670983198
C0044,C0089,0.9835580791285127
C0044,C0066,0.9753178904100465
C0044,C0185,0.9619764922286821
C0044,C0050,0.9270790943577151
C0045,C0143,0.9999826775291567
C0045,C0022,0.9992710122655879
C0045,C0054,0.9972723356051948
C0045,C0028,0.991353032798701
C0045,C0141,0.9753975810891783
C0046,C0099,0.99968780597078
C0046,C0057,0.9994029946209977
C0046,C0104,0.9989639268051005
C0046,C0188,0.9985378219079821
C0046,C0102,0.9918561031439158
C0047,C0127,0.9991076710026119
C0047,C0147,0.9893405874186587
C0047,C0098,0.9859130293528521
C0047,C0116,0.9816803601800023
C0047,C0049,0.9796556983350889
C0048,C0011,0.9992014858600415
C0048,C0183,0.9978552790092206
C0048,C0107,0.9971680983423715
C0048,C0016,0.9970259065167064
C0048,C0152,0.9880230285363045
C0049,C0098,0.9801152137699828
C0049,C0047,0.9796556983350889
C0049,C0127,0.9794264475858772
C0049,C0147,0.9705150106522441
C0049,C0172,0.9423535151909396
C0050,C0185,0.9867911238529632
C0050,C0135,0.9742248494148787
C0050,C0070,0.9720307691762817
C0050,C0117,0.9642294197661532
C0050,C0026,0.9623705761274652
C0051,C0059,0.9933966330260211
C0051,C0041,0.991419909072368
C0051,C0065,0.9729834571748979
C0051,C0100,0.9627173970874527
C0051,C0105,0.9610625311854825
C0052,C0003,0.9958689512877908
C0052,C0035,0.9957583470300612
C0052,C0192,0.9884479789768155
C0052,C0133,0.9883865068240724
C0052,C0112,0.9858147001280628
C0053,C0023,0.9983246166843299
C0053,C0100,0.9925325108042508
C0053,C0082,0.9845662524798124
C0053,C0105,0.9768590467524109
C0053,C0041,0.9694240216097716
C0054,C0143,0.9976354741986908
C0054,C0045,0.9972723356051948
C0054,C0022,0.9956485705489785
C0054,C0028,0.9812069360761752
C0054,C0141,0.9738977939086162
C0055,C0160,0.9994790419828026
C0055,C0164,0.9982591650567757
C0055,C0072,0.9977734816205772
C0055,C0076,0.9975951373859477
C0055,C0038,0.9973686388744797
C0056,C0106,0.9994877414823558
C0056,C0134,0.9990422607983203
C0056,C0088,0.998580312222652
C0056,C0002,0.9458428334265486
C0056,C0119,0.9132599131443135
C0057,C0046,0.9994029946209977
C0057,C0188,0.9985514284036423
C0057,C0099,0.9982316422394781
C0057,C0104,0.9969759181743368
C0057,C0087,0.9920781241449306
C0058,C0062,0.9968161770790422
C0058,C0132,0.9825337331286078
C0058,C0198,0.9808348196367607
C0058,C0151,0.9806403237984181
C0058,C0015,0.9706242032347514
C0059,C0051,0.9933966330260211
C0059,C0105,0.9827809349835609
C0059,C0188,0.9806802266605772
C0059,C0041,0.9785724304900378
C0059,C0100,0.9781875711150466
C0060,C0009,0.9818423255580482
C0060,C0014,0.9756975141606178
C0060,C0033,0.9674885983903814
C0060,C0097,0.9634701755986425
C0060,C0043,0.9548063082007435
C0061,C0073,0.9972220022281043
C0061,C0167,0.987471438083831
C0061,C0144,0.9837519538877425
C0061,C0197,0.9808163962142756
C0061,C0063,0.9785787839550272
C0062,C0058,0.9968161770790422
C0062,C0198,0.9863152096910425
C0062,C0132,0.986104532562592
C0062,C0197,0.9726489074919447
C0062,C0151,0.9691996921602376
C0063,C0073,0.9829681417436843
C0063,C0061,0.9785787839550272
C0063,C0197,0.97840754025151
C0063,C0132,0.9696223156851094
C0063,C0167,0.9512608504706873
C0064,C0171,0.9997455368150505
C0064,C0018,0.9985439894622185
C0064,C0148,0.998417319186281
C0064,C0037,0.9897450776638692
C0064,C0187,0.9863415961730809
C0065,C0156,0.9925800088914828
C0065,C0051,0.9729834571748979
C0065,C0068,0.9688630478370377
C0065,C0075,0.968735198465015
C0065,C0059,0.965789584903455
C0066,C0044,0.9753178904100465
C0066,C0089,0.9645577561388607
C0066,C0196,0.9587559803153974
C0066,C0074,0.9493559507922729
C0066,C0040,0.9332412260791583
C0067,C0039,0.9964273159342061
C0067,C0195,0.9954822741208007
C0067,C0108,0.9947128858265213
C0067,C0169,0.9917949922500923
C0067,C0126,0.9908748773269032
C0068,C0165,0.9977075056476554
C0068,C0104,0.9860021501784105
C0068,C0099,0.9852843252555207
C0068,C0102,0.9839027377543064
C0068,C0046,0.9827094169056707
C0069,C0086,0.9960453416646342
C0069,C0030,0.9954473598926623
C0069,C0189,0.9908880641029095
C0069,C0025,0.9904077826047483
C0069,C0157,0.9888201140715958
C0070,C0135,0.9999518738974499
C0070,C0042,0.9873794427565172
C0070,C0085,0.9855895137799932
C0070,C0176,0.9792092469588745
C0070,C0120,0.9782968183597611
C0071,C0025,0.9872358570482952
C0071,C0031,0.9872065561337793
C0071,C0192,0.9853459754081414
C0071,C0029,0.9841395724690999
C0071,C0166,0.9836501242930271
C0072,C0160,0.9994061978758234
C0072,C0174,0.9993029070956678
C0072,C0055,0.9977734816205772
C0072,C0190,0.9977612982931872
C0072,C0191,0.9974224835453551
C0073,C0061,0.9972220022281043
C0073,C0197,0.992611680761414
C0073,C0144,0.9888708457365653
C0073,C0063,0.9829681417436843
C0073,C0132,0.9821633270327765
C0074,C0044,0.9953014670983198
C0074,C0089,0.9766232555163454
C0074,C0185,0.9654240927407403
C0074,C0066,0.9493559507922729
C0074,C0050,0.9458049005152597
C0075,C0156,0.991120062586203
C0075,C0017,0.9692050858710901
C0075,C0065,0.968735198465015
C0075,C0109,0.952212882706151
C0075,C0124,0.9135546506678105
C0076,C0038,0.9999908992432015
C0076,C0164,0.9998792509066398
C0076,C0189,0.9996415078906249
C0076,C0030,0.9977947354298072
C0076,C0055,0.9975951373859477
C0077,C0032,0.9986644895932545
C0077,C0083,0.9981531108944381
C0077,C0029,0.9976220445691095
C0077,C0025,0.9832573805127627
C0077,C0094,0.9831215091951768
C0078,C0080,0.9998476514818757
C0078,C0110,0.9967360946827863
C0078,C0140,0.9955807147879517
C0078,C0193,0.9912253840580664
C0078,C0092,0.991023425087457
C0079,C0168,0.9966156766445813
C0079,C0117,0.9963887487693104
C0079,C0006,0.9808765181547574
C0079,C0185,0.9714102661835713
C0079,C0037,0.9687086919319953
C0080,C0078,0.9998476514818757
C0080,C0140,0.9967654276607502
C0080,C0110,0.9951751276190887
C0080,C0092,0.9906873818175621
C0080,C0193,0.9906706168590129
C0081,C0024,0.9990492580984307
C0081,C0179,0.9965713615543642
C0081,C0194,0.9926673337873739
C0081,C0184,0.9874369909913396
C0081,C0139,0.9860699827622029
C0082,C0100,0.9951301936583717
C0082,C0105,0.993197219003646
C0082,C0023,0.9914152895697748
C0082,C0087,0.9871204141543678
C0082,C0053,0.9845662524798124
C0083,C0032,0.9999586121579712
C0083,C0077,0.9981531108944381
C0083,C0029,0.9935138374219864
C0083,C0094,0.9918330220264974
C0083,C0199,0.982874008594024
C0084,C0090,0.9955926561739533
C0084,C0162,0.9656313459436947
C0084,C0093,0.9568584853396759
C0084,C0175,0.9132035915834367
C0084,C0161,0.8884523172557304
C0085,C0120,0.9982605124731264
C0085,C0129,0.9928449352824094
C0085,C0125,0.9904352224376171
C0085,C0042,0.9859304989341947
C0085,C0070,0.9855895137799932
C0086,C0157,0.9981434545014006
C0086,C0069,0.9960453416646342
C0086,C0103,0.9852075239321211
C0086,C0025,0.9835390863990553
C0086,C0030,0.9830728987647344
C0087,C0013,0.9928236319390793
C0087,C0057,0.9920781241449306
C0087,C0188,0.9900232533395541
C0087,C0105,0.9896399598748399
C0087,C0046,0.9888403006184617
C0088,C0134,0.9999546620550549
C0088,C0106,0.999773532884076
C0088,C0056,0.998580312222652
C0088,C0002,0.929259983056263
C0088,C0119,0.9148327431984075
C0089,C0044,0.9835580791285127
C0089,C0074,0.9766232555163454
C0089,C0066,0.9645577561388607
C0089,C0115,0.9416848389498498
C0089,C0185,0.9021121243211391
C0090,C0084,0.9955926561739533
C0090,C0162,0.981894811306587
C0090,C0093,0.9745877118750069
C0090,C0175,0.9395489709126822
C0090,C0021,0.896006098063035
C0091,C0181,0.9982423999343999
C0091,C0118,0.9964516054466357
C0091,C0034,0.9895359608028204
C0091,C0184,0.9883222094947609
C0091,C0154,0.9870260899530112
C0092,C0193,0.999916610493717
C0092,C0140,0.9930792301198722
C0092,C0007,0.9926503090011997
C0092,C0078,0.991023425087457
C0092,C0080,0.9906873818175621
C0093,C0162,0.9993363325835015
C0093,C0175,0.9921896489483395
C0093,C0090,0.9745877118750069
C0093,C0021,0.971799921915726
C0093,C0101,0.9586046804025322
C0094,C0083,0.9918330220264974
C0094,C0032,0.9907616286381297
C0094,C0103,0.9872692283050555
C0094,C0199,0.9844529361748005
C0094,C0077,0.9831215091951768
C0095,C0131,0.9997589300021608
C0095,C0036,0.9980911949386606
C0095,C0130,0.9906734213960461
C0095,C0150,0.9893524656714966
C0095,C0112,0.9879705947354861
C0096,C0037,0.9991313911585672
C0096,C0149,0.998954185118136
C0096,C0148,0.9917357798131746
C0096,C0018,0.9914835302962302
C0096,C0064,0.9830690318442707
C0097,C0043,0.9916351190151075
C0097,C0128,0.9851890647055229
C0097,C0142,0.978750266597746
C0097,C0002,0.9755037432206868
C0097,C0060,0.9634701755986425
C0098,C0147,0.9967925690662799
C0098,C0139,0.9888714453384707
C0098,C0127,0.986004355660655
C0098,C0047,0.9859130293528521
C0098,C0049,0.9801152137699828
C0099,C0104,0.9996961786524631
C0099,C0046,0.99968780597078
C0099,C0057,0.9982316422394781
C0099,C0188,0.9976918082175494
C0099,C0102,0.994026748915994
C0100,C0023,0.9979276134948708
C0100,C0105,0.9956540262719505
C0100,C0082,0.9951301936583717
C0100,C0053,0.9925325108042508
C0100,C0059,0.9781875711150466
